phuong_phap,nhom,symbol,khung,doan,nguong,n_lenh,ev_r,win_pct,pf,sharpe,maxdd_r,ci_lo,ci_hi,song_sot,ghi_chu
ctrl_meanrev_z,Đối chứng,gbpchf,H1,OOS,0.7,3518,-0.10358,40.11,0.833,-0.0887,367.37,-0.13942,-0.06646,False,nan
ctrl_meanrev_z,Đối chứng,gbpchf,H1,VALID,0.7,2029,-0.02207,44.85,0.962,-0.0187,71.55,-0.07347,0.02878,False,nan
pa_pinbar,PriceAction,gbpchf,H4,IS,0.7,597,-0.03672,40.2,0.938,-0.031,34.39,-0.12858,0.0564,False,nan
pa_pinbar,PriceAction,gbpchf,H4,OOS,0.7,316,-0.03685,40.82,0.938,-0.0311,40.79,-0.17323,0.09161,False,nan
pa_pinbar,PriceAction,gbpchf,H4,VALID,0.7,171,-0.11239,39.18,0.818,-0.0974,33.27,-0.28586,0.05209,False,nan
pa_engulfing,PriceAction,gbpchf,H4,IS,0.1,1553,-0.01939,41.34,0.967,-0.0164,73.1,-0.08194,0.03981,False,nan
pa_engulfing,PriceAction,gbpchf,H4,OOS,0.1,685,-0.07975,38.98,0.87,-0.0678,61.0,-0.16862,0.00852,False,nan
pa_engulfing,PriceAction,gbpchf,H4,VALID,0.1,412,-0.11621,39.32,0.812,-0.1006,58.17,-0.2282,-0.00525,False,nan
pa_inside_outside,PriceAction,gbpchf,H4,IS,0.1,1571,-0.05908,40.23,0.901,-0.0503,106.4,-0.11504,-0.00165,False,nan
pa_inside_outside,PriceAction,gbpchf,H4,OOS,0.1,648,-0.02519,41.36,0.958,-0.0211,29.98,-0.11624,0.06462,False,nan
pa_inside_outside,PriceAction,gbpchf,H4,VALID,0.1,432,-0.15886,37.04,0.756,-0.1369,83.58,-0.274,-0.04277,False,nan
pa_bos,PriceAction,gbpchf,H4,IS,0.1,1915,-0.02762,41.15,0.953,-0.0233,70.91,-0.07982,0.02293,False,nan
pa_bos,PriceAction,gbpchf,H4,OOS,0.1,823,-0.05103,40.22,0.914,-0.0433,70.59,-0.13352,0.0289,False,nan
pa_bos,PriceAction,gbpchf,H4,VALID,0.1,475,-0.08842,39.58,0.854,-0.076,49.64,-0.19904,0.01435,False,nan
smc_fvg,SMC/ICT,gbpchf,H4,IS,0.1,1953,-0.00683,42.19,0.988,-0.0058,59.43,-0.05941,0.0454,False,nan
smc_fvg,SMC/ICT,gbpchf,H4,OOS,0.1,837,-0.05304,39.55,0.912,-0.0449,71.08,-0.13528,0.0258,False,nan
smc_fvg,SMC/ICT,gbpchf,H4,VALID,0.1,479,-0.16395,35.7,0.746,-0.1424,86.94,-0.26192,-0.06062,False,nan
smc_order_block,SMC/ICT,gbpchf,H4,IS,0.1,814,0.00283,42.01,1.005,0.0024,42.64,-0.07512,0.0821,False,nan
smc_order_block,SMC/ICT,gbpchf,H4,OOS,0.1,365,-0.0435,40.27,0.927,-0.0367,30.74,-0.16577,0.07776,False,nan
smc_order_block,SMC/ICT,gbpchf,H4,VALID,0.1,202,-0.10624,39.11,0.824,-0.0929,38.06,-0.26618,0.05445,False,nan
smc_liq_sweep,SMC/ICT,gbpchf,H4,IS,0.1,1398,-0.04147,40.84,0.929,-0.0354,89.92,-0.10019,0.01855,False,nan
smc_liq_sweep,SMC/ICT,gbpchf,H4,OOS,0.1,589,-0.03788,41.26,0.936,-0.032,47.64,-0.13174,0.05238,False,nan
smc_liq_sweep,SMC/ICT,gbpchf,H4,VALID,0.1,363,-0.01472,42.7,0.975,-0.0124,23.81,-0.13332,0.10474,False,nan
smc_premium_disc,SMC/ICT,gbpchf,H4,IS,0.7,1502,-0.01628,41.88,0.972,-0.0138,47.48,-0.0747,0.04202,False,nan
smc_premium_disc,SMC/ICT,gbpchf,H4,OOS,0.7,665,-0.07375,38.95,0.879,-0.0625,70.31,-0.16162,0.01383,False,nan
smc_premium_disc,SMC/ICT,gbpchf,H4,VALID,0.7,358,-0.03453,41.34,0.942,-0.0291,31.68,-0.16326,0.09405,False,nan
elliott_zigzag,Elliott,gbpchf,H4,IS,0.1,1401,-0.01983,41.11,0.966,-0.0168,60.89,-0.0818,0.04179,False,nan
elliott_zigzag,Elliott,gbpchf,H4,OOS,0.1,598,-0.07168,39.13,0.883,-0.0606,61.58,-0.16502,0.02268,False,nan
elliott_zigzag,Elliott,gbpchf,H4,VALID,0.1,360,-0.07061,40.83,0.883,-0.0604,36.72,-0.19303,0.05446,False,nan
wyckoff_spring,Wyckoff,gbpchf,H4,IS,0.1,419,-0.04842,39.86,0.919,-0.0409,35.42,-0.1583,0.07026,False,nan
wyckoff_spring,Wyckoff,gbpchf,H4,OOS,0.1,165,-0.05432,40.61,0.909,-0.046,17.98,-0.23225,0.12038,False,nan
wyckoff_spring,Wyckoff,gbpchf,H4,VALID,0.1,111,0.02694,43.24,1.048,0.0228,12.51,-0.17988,0.25751,False,nan
sd_zone,Supply/Demand,gbpchf,H4,IS,0.1,1529,-0.0444,40.22,0.924,-0.0378,85.28,-0.10674,0.01426,False,nan
sd_zone,Supply/Demand,gbpchf,H4,OOS,0.1,620,-0.02022,41.94,0.965,-0.0171,47.86,-0.10762,0.0757,False,nan
sd_zone,Supply/Demand,gbpchf,H4,VALID,0.1,358,-0.05142,41.62,0.913,-0.0441,34.58,-0.17025,0.07463,False,nan
ctrl_rsi_diverg,Đối chứng,gbpchf,H4,IS,0.1,952,-0.00939,41.81,0.984,-0.0079,40.83,-0.08533,0.06456,False,nan
ctrl_rsi_diverg,Đối chứng,gbpchf,H4,OOS,0.1,406,-0.03071,41.87,0.948,-0.0259,26.25,-0.14192,0.08247,False,nan
ctrl_rsi_diverg,Đối chứng,gbpchf,H4,VALID,0.1,206,-0.18167,35.44,0.719,-0.1601,39.65,-0.33852,-0.02611,False,nan
ctrl_channel_break,Đối chứng,gbpchf,H4,IS,0.1,1162,-0.0302,40.36,0.948,-0.0256,41.15,-0.10035,0.03575,False,nan
ctrl_channel_break,Đối chứng,gbpchf,H4,OOS,0.1,495,0.02055,42.63,1.036,0.0171,24.13,-0.07926,0.12778,False,nan
ctrl_channel_break,Đối chứng,gbpchf,H4,VALID,0.1,277,-0.06782,40.07,0.888,-0.0578,29.12,-0.20899,0.07139,False,nan
ctrl_meanrev_z,Đối chứng,gbpchf,H4,IS,0.3,2443,-0.01335,41.71,0.977,-0.0113,77.74,-0.0579,0.03144,False,nan
ctrl_meanrev_z,Đối chứng,gbpchf,H4,OOS,0.3,1049,-0.03394,41.28,0.942,-0.0287,69.75,-0.10346,0.03331,False,nan
ctrl_meanrev_z,Đối chứng,gbpchf,H4,VALID,0.3,592,0.04363,45.27,1.079,0.0368,38.17,-0.04846,0.13652,False,nan
pa_pinbar,PriceAction,gbpjpy,M5,IS,0.3,112094,-0.16998,40.93,0.745,-0.144,19055.96,-0.17678,-0.16336,False,nan
pa_pinbar,PriceAction,gbpjpy,M5,OOS,0.3,48351,-0.24554,40.93,0.657,-0.2061,11876.08,-0.25592,-0.23418,False,nan
pa_pinbar,PriceAction,gbpjpy,M5,VALID,0.3,26183,-0.20306,39.87,0.699,-0.1742,5317.95,-0.21776,-0.18911,False,nan
pa_engulfing,PriceAction,gbpjpy,M5,IS,0.1,64267,-0.19151,40.03,0.716,-0.1633,12318.01,-0.20004,-0.1824,False,nan
pa_engulfing,PriceAction,gbpjpy,M5,OOS,0.1,27983,-0.28413,39.49,0.612,-0.2405,7959.92,-0.29744,-0.27028,False,nan
pa_engulfing,PriceAction,gbpjpy,M5,VALID,0.1,17830,-0.21519,39.52,0.683,-0.1856,3842.38,-0.23262,-0.19795,False,nan
pa_inside_outside,PriceAction,gbpjpy,M5,IS,0.1,47826,-0.18488,39.94,0.725,-0.1573,8850.58,-0.19504,-0.17395,False,nan
pa_inside_outside,PriceAction,gbpjpy,M5,OOS,0.1,18437,-0.27139,39.0,0.625,-0.2307,5004.96,-0.28805,-0.25445,False,nan
pa_inside_outside,PriceAction,gbpjpy,M5,VALID,0.1,14441,-0.21564,39.2,0.682,-0.1862,3117.31,-0.23377,-0.197,False,nan
pa_bos,PriceAction,gbpjpy,M5,IS,0.1,102894,-0.22996,38.3,0.672,-0.1951,23675.27,-0.23703,-0.22267,False,nan
pa_bos,PriceAction,gbpjpy,M5,OOS,0.1,44125,-0.31086,38.21,0.589,-0.2612,13720.37,-0.32216,-0.29958,False,nan
pa_bos,PriceAction,gbpjpy,M5,VALID,0.1,23685,-0.21114,39.46,0.692,-0.18,5002.36,-0.22538,-0.1966,False,nan
smc_fvg,SMC/ICT,gbpjpy,M5,IS,0.1,109432,-0.22372,38.52,0.678,-0.1905,24486.87,-0.23058,-0.21665,False,nan
smc_fvg,SMC/ICT,gbpjpy,M5,OOS,0.1,47676,-0.29207,38.87,0.607,-0.2456,13932.53,-0.30257,-0.28116,False,nan
smc_fvg,SMC/ICT,gbpjpy,M5,VALID,0.1,24366,-0.21623,39.15,0.685,-0.1848,5271.29,-0.23056,-0.20119,False,nan
smc_order_block,SMC/ICT,gbpjpy,M5,IS,0.1,47090,-0.205,39.31,0.703,-0.1734,9654.67,-0.21554,-0.19403,False,nan
smc_order_block,SMC/ICT,gbpjpy,M5,OOS,0.1,19637,-0.294,38.75,0.606,-0.2471,5780.67,-0.31111,-0.27822,False,nan
smc_order_block,SMC/ICT,gbpjpy,M5,VALID,0.1,10472,-0.23511,38.76,0.664,-0.2006,2467.59,-0.25803,-0.21368,False,nan
smc_liq_sweep,SMC/ICT,gbpjpy,M5,IS,0.1,51325,-0.11006,43.06,0.826,-0.0929,5660.87,-0.12013,-0.10029,False,nan
smc_liq_sweep,SMC/ICT,gbpjpy,M5,OOS,0.1,18166,-0.1966,41.97,0.713,-0.1653,3574.73,-0.21462,-0.1795,False,nan
smc_liq_sweep,SMC/ICT,gbpjpy,M5,VALID,0.1,15603,-0.16441,41.24,0.749,-0.1406,2569.32,-0.18272,-0.14543,False,nan
smc_premium_disc,SMC/ICT,gbpjpy,M5,IS,0.7,74742,-0.07328,44.69,0.882,-0.0612,5479.18,-0.08213,-0.06505,False,nan
smc_premium_disc,SMC/ICT,gbpjpy,M5,OOS,0.7,32989,-0.17477,43.72,0.743,-0.1454,5769.33,-0.1873,-0.16126,False,nan
smc_premium_disc,SMC/ICT,gbpjpy,M5,VALID,0.7,18296,-0.15566,41.64,0.761,-0.1328,2850.58,-0.17268,-0.1393,False,nan
elliott_zigzag,Elliott,gbpjpy,M5,IS,0.1,70988,-0.22549,38.46,0.675,-0.1926,16014.31,-0.23463,-0.21657,False,nan
elliott_zigzag,Elliott,gbpjpy,M5,OOS,0.1,30545,-0.29097,38.88,0.606,-0.2459,8889.16,-0.30408,-0.27754,False,nan
elliott_zigzag,Elliott,gbpjpy,M5,VALID,0.1,16789,-0.21474,39.15,0.685,-0.1847,3606.81,-0.23213,-0.19671,False,nan
wyckoff_spring,Wyckoff,gbpjpy,M5,IS,0.1,13754,-0.10069,43.56,0.841,-0.0845,1416.23,-0.12041,-0.08059,False,nan
wyckoff_spring,Wyckoff,gbpjpy,M5,OOS,0.1,4789,-0.19148,42.51,0.722,-0.1599,920.47,-0.22411,-0.15733,False,nan
wyckoff_spring,Wyckoff,gbpjpy,M5,VALID,0.1,4416,-0.16211,41.46,0.755,-0.1374,728.38,-0.19543,-0.12822,False,nan
sd_zone,Supply/Demand,gbpjpy,M5,IS,0.1,67152,-0.11817,42.91,0.815,-0.0998,7936.5,-0.12684,-0.10951,False,nan
sd_zone,Supply/Demand,gbpjpy,M5,OOS,0.1,27612,-0.2058,42.26,0.703,-0.1726,5687.86,-0.22029,-0.19187,False,nan
sd_zone,Supply/Demand,gbpjpy,M5,VALID,0.1,17605,-0.17587,40.83,0.734,-0.1507,3102.65,-0.19241,-0.15868,False,nan
ctrl_rsi_diverg,Đối chứng,gbpjpy,M5,IS,0.1,46174,-0.07753,44.82,0.875,-0.065,3587.69,-0.08841,-0.06653,False,nan
ctrl_rsi_diverg,Đối chứng,gbpjpy,M5,OOS,0.1,20443,-0.17301,44.21,0.745,-0.144,3542.01,-0.1893,-0.15622,False,nan
ctrl_rsi_diverg,Đối chứng,gbpjpy,M5,VALID,0.1,10980,-0.13316,42.74,0.791,-0.1137,1467.07,-0.15559,-0.11095,False,nan
ctrl_channel_break,Đối chứng,gbpjpy,M5,IS,0.1,60093,-0.2491,37.38,0.652,-0.2113,14981.25,-0.25869,-0.24002,False,nan
ctrl_channel_break,Đối chứng,gbpjpy,M5,OOS,0.1,25469,-0.30758,38.27,0.595,-0.2572,7835.47,-0.32202,-0.29352,False,nan
ctrl_channel_break,Đối chứng,gbpjpy,M5,VALID,0.1,14553,-0.22289,38.87,0.679,-0.1897,3244.12,-0.24157,-0.20287,False,nan
ctrl_meanrev_z,Đối chứng,gbpjpy,M5,IS,0.7,101956,-0.08962,44.26,0.858,-0.0748,9140.26,-0.09724,-0.08223,False,nan
ctrl_meanrev_z,Đối chứng,gbpjpy,M5,OOS,0.7,42966,-0.17135,44.12,0.748,-0.1422,7366.7,-0.18254,-0.16019,False,nan
ctrl_meanrev_z,Đối chứng,gbpjpy,M5,VALID,0.7,24264,-0.14501,42.25,0.777,-0.1232,3525.99,-0.16003,-0.13071,False,nan
pa_pinbar,PriceAction,gbpjpy,M15,IS,0.5,26862,-0.10236,40.79,0.831,-0.089,2751.75,-0.11651,-0.08877,False,nan
pa_pinbar,PriceAction,gbpjpy,M15,OOS,0.5,11912,-0.13343,41.03,0.788,-0.1153,1591.53,-0.15376,-0.11268,False,nan
pa_pinbar,PriceAction,gbpjpy,M15,VALID,0.5,6276,-0.13085,40.06,0.788,-0.1146,829.54,-0.15851,-0.10278,False,nan
pa_engulfing,PriceAction,gbpjpy,M15,IS,0.1,22011,-0.12203,40.13,0.801,-0.1068,2710.6,-0.13639,-0.1076,False,nan
pa_engulfing,PriceAction,gbpjpy,M15,OOS,0.1,9340,-0.12502,41.54,0.799,-0.1084,1178.17,-0.14787,-0.10167,False,nan
pa_engulfing,PriceAction,gbpjpy,M15,VALID,0.1,5865,-0.11748,40.85,0.806,-0.1031,688.04,-0.14665,-0.08585,False,nan
pa_inside_outside,PriceAction,gbpjpy,M15,IS,0.1,17653,-0.12423,39.91,0.798,-0.1084,2201.01,-0.14164,-0.10739,False,nan
pa_inside_outside,PriceAction,gbpjpy,M15,OOS,0.1,6843,-0.14902,40.13,0.765,-0.1293,1036.48,-0.17593,-0.12253,False,nan
pa_inside_outside,PriceAction,gbpjpy,M15,VALID,0.1,4920,-0.13497,39.82,0.783,-0.118,669.74,-0.16761,-0.10343,False,nan
pa_bos,PriceAction,gbpjpy,M15,IS,0.1,32253,-0.14052,38.9,0.779,-0.1211,4569.48,-0.15295,-0.12791,False,nan
pa_bos,PriceAction,gbpjpy,M15,OOS,0.1,13828,-0.13591,40.57,0.788,-0.1159,1890.08,-0.15571,-0.11634,False,nan
pa_bos,PriceAction,gbpjpy,M15,VALID,0.1,7859,-0.10527,40.68,0.829,-0.0907,835.49,-0.13121,-0.08008,False,nan
smc_fvg,SMC/ICT,gbpjpy,M15,IS,0.1,32012,-0.12034,39.78,0.806,-0.1041,3880.56,-0.13306,-0.10719,False,nan
smc_fvg,SMC/ICT,gbpjpy,M15,OOS,0.1,14108,-0.13194,40.71,0.792,-0.1131,1876.34,-0.15183,-0.11342,False,nan
smc_fvg,SMC/ICT,gbpjpy,M15,VALID,0.1,7693,-0.08207,41.73,0.864,-0.0707,637.13,-0.10935,-0.05588,False,nan
smc_order_block,SMC/ICT,gbpjpy,M15,IS,0.1,14569,-0.12951,39.43,0.796,-0.111,1895.76,-0.14815,-0.1107,False,nan
smc_order_block,SMC/ICT,gbpjpy,M15,OOS,0.1,6171,-0.1533,39.93,0.766,-0.1303,959.04,-0.18245,-0.12298,False,nan
smc_order_block,SMC/ICT,gbpjpy,M15,VALID,0.1,3313,-0.12288,39.42,0.807,-0.1047,407.75,-0.16245,-0.08226,False,nan
smc_liq_sweep,SMC/ICT,gbpjpy,M15,IS,0.1,19910,-0.05257,42.94,0.911,-0.0451,1088.49,-0.06881,-0.03631,False,nan
smc_liq_sweep,SMC/ICT,gbpjpy,M15,OOS,0.1,7715,-0.13141,41.1,0.792,-0.1131,1014.29,-0.15665,-0.10546,False,nan
smc_liq_sweep,SMC/ICT,gbpjpy,M15,VALID,0.1,5510,-0.11355,40.98,0.816,-0.0984,650.23,-0.14359,-0.08367,False,nan
smc_premium_disc,SMC/ICT,gbpjpy,M15,IS,0.7,23939,-0.0395,43.54,0.932,-0.0338,1101.84,-0.05476,-0.02457,False,nan
smc_premium_disc,SMC/ICT,gbpjpy,M15,OOS,0.7,10571,-0.12171,41.38,0.807,-0.1041,1297.98,-0.14456,-0.09898,False,nan
smc_premium_disc,SMC/ICT,gbpjpy,M15,VALID,0.7,6117,-0.09115,41.85,0.849,-0.0788,582.02,-0.12015,-0.06218,False,nan
elliott_zigzag,Elliott,gbpjpy,M15,IS,0.1,21465,-0.14164,38.91,0.774,-0.1236,3063.07,-0.15701,-0.12694,False,nan
elliott_zigzag,Elliott,gbpjpy,M15,OOS,0.1,9103,-0.14834,40.05,0.766,-0.1287,1351.74,-0.17283,-0.12535,False,nan
elliott_zigzag,Elliott,gbpjpy,M15,VALID,0.1,5238,-0.11993,40.36,0.804,-0.1046,645.09,-0.14927,-0.08791,False,nan
wyckoff_spring,Wyckoff,gbpjpy,M15,IS,0.1,6157,-0.08088,41.34,0.868,-0.0688,542.01,-0.1104,-0.05225,False,nan
wyckoff_spring,Wyckoff,gbpjpy,M15,OOS,0.1,2291,-0.15244,39.42,0.768,-0.1291,357.93,-0.19873,-0.10333,False,nan
wyckoff_spring,Wyckoff,gbpjpy,M15,VALID,0.1,1663,-0.13526,39.57,0.789,-0.1156,237.97,-0.19041,-0.0806,False,nan
sd_zone,Supply/Demand,gbpjpy,M15,IS,0.1,22346,-0.07229,42.23,0.877,-0.0628,1633.13,-0.08701,-0.05709,False,nan
sd_zone,Supply/Demand,gbpjpy,M15,OOS,0.1,9284,-0.1308,41.19,0.791,-0.1134,1220.85,-0.15429,-0.10806,False,nan
sd_zone,Supply/Demand,gbpjpy,M15,VALID,0.1,5870,-0.10762,41.16,0.823,-0.0938,640.88,-0.13631,-0.07735,False,nan
ctrl_rsi_diverg,Đối chứng,gbpjpy,M15,IS,0.1,14236,-0.02185,44.48,0.962,-0.0188,501.01,-0.04075,-0.00326,False,nan
ctrl_rsi_diverg,Đối chứng,gbpjpy,M15,OOS,0.1,6345,-0.10248,42.3,0.834,-0.088,657.94,-0.13334,-0.07422,False,nan
ctrl_rsi_diverg,Đối chứng,gbpjpy,M15,VALID,0.1,3496,-0.09058,41.88,0.849,-0.0788,319.82,-0.12918,-0.05203,False,nan
ctrl_channel_break,Đối chứng,gbpjpy,M15,IS,0.1,19149,-0.14535,38.62,0.774,-0.1248,2793.5,-0.16145,-0.12936,False,nan
ctrl_channel_break,Đối chứng,gbpjpy,M15,OOS,0.1,8348,-0.11638,41.24,0.817,-0.0985,1005.41,-0.14115,-0.08984,False,nan
ctrl_channel_break,Đối chứng,gbpjpy,M15,VALID,0.1,4868,-0.10356,40.84,0.832,-0.0888,519.39,-0.13537,-0.07006,False,nan
ctrl_meanrev_z,Đối chứng,gbpjpy,M15,IS,0.5,37404,-0.03838,43.67,0.934,-0.0328,1477.76,-0.05043,-0.02621,False,nan
ctrl_meanrev_z,Đối chứng,gbpjpy,M15,OOS,0.5,16171,-0.10964,42.08,0.824,-0.0937,1782.78,-0.12767,-0.09225,False,nan
ctrl_meanrev_z,Đối chứng,gbpjpy,M15,VALID,0.5,9350,-0.08908,41.99,0.853,-0.0768,839.79,-0.11264,-0.06632,False,nan
pa_pinbar,PriceAction,gbpjpy,H1,IS,0.7,2831,-0.00683,42.99,0.988,-0.0058,90.33,-0.04859,0.03619,False,nan
pa_pinbar,PriceAction,gbpjpy,H1,OOS,0.7,1374,-0.06589,40.61,0.89,-0.0563,101.35,-0.13129,0.00136,False,nan
pa_pinbar,PriceAction,gbpjpy,H1,VALID,0.7,640,-0.07379,40.62,0.877,-0.0637,56.13,-0.16608,0.01567,False,nan
pa_engulfing,PriceAction,gbpjpy,H1,IS,0.1,5432,-0.04594,41.27,0.921,-0.0396,303.47,-0.07785,-0.01405,False,nan
pa_engulfing,PriceAction,gbpjpy,H1,OOS,0.1,2379,-0.06847,40.14,0.886,-0.0584,186.82,-0.11704,-0.02139,False,nan
pa_engulfing,PriceAction,gbpjpy,H1,VALID,0.1,1469,-0.03984,41.87,0.932,-0.0341,82.18,-0.10051,0.02296,False,nan
pa_inside_outside,PriceAction,gbpjpy,H1,IS,0.1,4822,-0.05624,40.75,0.905,-0.0483,336.2,-0.08831,-0.0229,False,nan
pa_inside_outside,PriceAction,gbpjpy,H1,OOS,0.1,1956,-0.06771,40.39,0.887,-0.0579,151.71,-0.12019,-0.01693,False,nan
pa_inside_outside,PriceAction,gbpjpy,H1,VALID,0.1,1289,-0.03019,41.97,0.948,-0.0257,80.03,-0.09555,0.03463,False,nan
pa_bos,PriceAction,gbpjpy,H1,IS,0.1,7683,-0.00788,42.5,0.986,-0.0067,143.66,-0.03493,0.01917,False,nan
pa_bos,PriceAction,gbpjpy,H1,OOS,0.1,3410,-0.02904,42.23,0.951,-0.0245,152.71,-0.06893,0.0107,False,nan
pa_bos,PriceAction,gbpjpy,H1,VALID,0.1,1943,-0.04686,41.02,0.92,-0.0401,118.4,-0.09893,0.0057,False,nan
smc_fvg,SMC/ICT,gbpjpy,H1,IS,0.1,7240,-0.01276,42.4,0.978,-0.0109,171.54,-0.04093,0.01353,False,nan
smc_fvg,SMC/ICT,gbpjpy,H1,OOS,0.1,3223,-0.01302,43.16,0.977,-0.0111,120.38,-0.05339,0.0286,False,nan
smc_fvg,SMC/ICT,gbpjpy,H1,VALID,0.1,1875,-0.04698,41.23,0.92,-0.0403,97.08,-0.09855,0.00656,False,nan
smc_order_block,SMC/ICT,gbpjpy,H1,IS,0.1,3355,0.00811,42.86,1.014,0.0068,61.71,-0.03217,0.04928,False,nan
smc_order_block,SMC/ICT,gbpjpy,H1,OOS,0.1,1520,-0.03464,41.64,0.942,-0.0289,64.72,-0.09308,0.02745,False,nan
smc_order_block,SMC/ICT,gbpjpy,H1,VALID,0.1,846,-0.08508,39.95,0.859,-0.0732,84.96,-0.16223,-0.00689,False,nan
smc_liq_sweep,SMC/ICT,gbpjpy,H1,IS,0.1,5258,-0.09271,39.63,0.846,-0.0805,498.52,-0.12556,-0.06106,False,nan
smc_liq_sweep,SMC/ICT,gbpjpy,H1,OOS,0.1,2134,-0.06824,40.82,0.887,-0.0582,167.98,-0.11882,-0.02003,False,nan
smc_liq_sweep,SMC/ICT,gbpjpy,H1,VALID,0.1,1411,-0.0484,41.11,0.918,-0.0413,79.44,-0.11099,0.01145,False,nan
smc_premium_disc,SMC/ICT,gbpjpy,H1,IS,0.2,9320,-0.06103,40.82,0.896,-0.0529,636.59,-0.08254,-0.0375,False,nan
smc_premium_disc,SMC/ICT,gbpjpy,H1,OOS,0.2,4055,-0.08477,40.52,0.859,-0.0732,349.78,-0.12182,-0.04817,False,nan
smc_premium_disc,SMC/ICT,gbpjpy,H1,VALID,0.2,2394,-0.04131,41.6,0.929,-0.0353,111.52,-0.08724,0.00695,False,nan
elliott_zigzag,Elliott,gbpjpy,H1,IS,0.1,5154,-0.03858,41.4,0.934,-0.033,236.62,-0.07012,-0.00719,False,nan
elliott_zigzag,Elliott,gbpjpy,H1,OOS,0.1,2195,-0.05906,41.0,0.901,-0.0504,158.29,-0.1072,-0.01011,False,nan
elliott_zigzag,Elliott,gbpjpy,H1,VALID,0.1,1280,-0.05177,41.48,0.912,-0.0445,72.28,-0.11279,0.01227,False,nan
wyckoff_spring,Wyckoff,gbpjpy,H1,IS,0.1,1495,-0.10855,39.26,0.823,-0.0941,186.98,-0.16664,-0.04953,False,nan
wyckoff_spring,Wyckoff,gbpjpy,H1,OOS,0.1,602,-0.1051,39.7,0.831,-0.0901,68.1,-0.19721,-0.01296,False,nan
wyckoff_spring,Wyckoff,gbpjpy,H1,VALID,0.1,413,-0.03203,41.16,0.946,-0.027,38.09,-0.14539,0.08454,False,nan
sd_zone,Supply/Demand,gbpjpy,H1,IS,0.1,5562,-0.08347,40.08,0.859,-0.0729,510.19,-0.11374,-0.05268,False,nan
sd_zone,Supply/Demand,gbpjpy,H1,OOS,0.1,2325,-0.07215,40.73,0.879,-0.0621,174.9,-0.12115,-0.02947,False,nan
sd_zone,Supply/Demand,gbpjpy,H1,VALID,0.1,1437,-0.04847,40.85,0.917,-0.0415,74.79,-0.11097,0.01188,False,nan
ctrl_rsi_diverg,Đối chứng,gbpjpy,H1,IS,0.1,3500,-0.06164,40.71,0.894,-0.0534,284.29,-0.10256,-0.02388,False,nan
ctrl_rsi_diverg,Đối chứng,gbpjpy,H1,OOS,0.1,1482,-0.07269,40.55,0.879,-0.0623,121.69,-0.13359,-0.01363,False,nan
ctrl_rsi_diverg,Đối chứng,gbpjpy,H1,VALID,0.1,893,-0.05251,40.65,0.911,-0.0449,47.99,-0.12978,0.01782,False,nan
ctrl_channel_break,Đối chứng,gbpjpy,H1,IS,0.1,4575,0.01848,43.54,1.033,0.0156,94.83,-0.01709,0.051,False,nan
ctrl_channel_break,Đối chứng,gbpjpy,H1,OOS,0.1,2075,-0.02621,41.93,0.956,-0.022,95.66,-0.07527,0.0264,False,nan
ctrl_channel_break,Đối chứng,gbpjpy,H1,VALID,0.1,1229,-0.06026,40.28,0.899,-0.0514,96.7,-0.12428,0.00595,False,nan
ctrl_meanrev_z,Đối chứng,gbpjpy,H1,IS,0.7,8001,-0.06915,40.49,0.884,-0.0596,629.33,-0.09447,-0.04427,False,nan
ctrl_meanrev_z,Đối chứng,gbpjpy,H1,OOS,0.7,3480,-0.07768,40.72,0.872,-0.0665,272.16,-0.11713,-0.03964,False,nan
ctrl_meanrev_z,Đối chứng,gbpjpy,H1,VALID,0.7,2076,-0.0369,41.43,0.937,-0.0314,86.43,-0.08744,0.01312,False,nan
pa_pinbar,PriceAction,gbpjpy,H4,IS,0.2,2339,0.02741,43.31,1.05,0.0233,38.54,-0.02161,0.07531,False,nan
pa_pinbar,PriceAction,gbpjpy,H4,OOS,0.2,1031,-0.01198,41.71,0.979,-0.0101,41.14,-0.08894,0.05941,False,nan
pa_pinbar,PriceAction,gbpjpy,H4,VALID,0.2,598,0.05329,44.48,1.098,0.045,16.23,-0.04016,0.15012,False,nan
pa_engulfing,PriceAction,gbpjpy,H4,IS,0.1,1523,-0.03349,40.97,0.942,-0.0286,63.42,-0.0914,0.02467,False,nan
pa_engulfing,PriceAction,gbpjpy,H4,OOS,0.1,685,-0.02197,41.17,0.963,-0.0185,49.21,-0.11059,0.06581,False,nan
pa_engulfing,PriceAction,gbpjpy,H4,VALID,0.1,388,-0.05978,39.18,0.9,-0.0509,31.7,-0.17783,0.06004,False,nan
pa_inside_outside,PriceAction,gbpjpy,H4,IS,0.1,1408,0.02982,43.11,1.053,0.0251,44.41,-0.03197,0.09333,False,nan
pa_inside_outside,PriceAction,gbpjpy,H4,OOS,0.1,633,-0.01907,41.39,0.967,-0.0161,38.56,-0.10903,0.07272,False,nan
pa_inside_outside,PriceAction,gbpjpy,H4,VALID,0.1,371,-0.02626,42.05,0.954,-0.0226,18.73,-0.13997,0.0933,False,nan
pa_bos,PriceAction,gbpjpy,H4,IS,0.1,1982,0.03519,43.64,1.064,0.0297,34.8,-0.01375,0.08617,False,nan
pa_bos,PriceAction,gbpjpy,H4,OOS,0.1,856,0.04547,44.04,1.082,0.0381,30.83,-0.03872,0.12338,False,nan
