phuong_phap,nhom,symbol,khung,doan,nguong,n_lenh,ev_r,win_pct,pf,sharpe,maxdd_r,ci_lo,ci_hi,song_sot,ghi_chu
smc_fvg,SMC/ICT,audusd,M5,OOS,0.1,49073,-0.3316,38.53,0.572,-0.2763,16273.77,-0.34237,-0.32103,False,nan
smc_fvg,SMC/ICT,audusd,M5,VALID,0.1,26317,-0.30511,38.85,0.592,-0.2567,8029.8,-0.32006,-0.28994,False,nan
smc_order_block,SMC/ICT,audusd,M5,IS,0.1,40284,-0.21085,39.81,0.698,-0.177,8499.44,-0.22248,-0.19936,False,nan
smc_order_block,SMC/ICT,audusd,M5,OOS,0.1,17809,-0.31823,38.3,0.584,-0.2666,5670.62,-0.33527,-0.30097,False,nan
smc_order_block,SMC/ICT,audusd,M5,VALID,0.1,11239,-0.33442,37.88,0.563,-0.2828,3757.26,-0.35719,-0.31186,False,nan
smc_liq_sweep,SMC/ICT,audusd,M5,IS,0.1,35678,-0.14155,41.74,0.784,-0.119,5061.86,-0.15442,-0.12868,False,nan
smc_liq_sweep,SMC/ICT,audusd,M5,OOS,0.1,11861,-0.23738,40.36,0.666,-0.1994,2814.87,-0.25783,-0.21627,False,nan
smc_liq_sweep,SMC/ICT,audusd,M5,VALID,0.1,13867,-0.2452,41.28,0.654,-0.2071,3407.71,-0.26508,-0.2257,False,nan
smc_premium_disc,SMC/ICT,audusd,M5,IS,0.7,79571,-0.15968,43.01,0.763,-0.1321,12722.23,-0.16775,-0.15145,False,nan
smc_premium_disc,SMC/ICT,audusd,M5,OOS,0.7,35290,-0.22636,42.64,0.683,-0.187,7994.63,-0.23876,-0.21439,False,nan
smc_premium_disc,SMC/ICT,audusd,M5,VALID,0.7,19621,-0.21969,42.28,0.686,-0.1835,4317.95,-0.23612,-0.20267,False,nan
elliott_zigzag,Elliott,audusd,M5,IS,0.1,69927,-0.25545,38.86,0.645,-0.2145,17865.89,-0.26386,-0.24693,False,nan
elliott_zigzag,Elliott,audusd,M5,OOS,0.1,30253,-0.32592,38.6,0.576,-0.2725,9859.3,-0.33944,-0.31243,False,nan
elliott_zigzag,Elliott,audusd,M5,VALID,0.1,17130,-0.31152,38.51,0.583,-0.2635,5336.37,-0.32828,-0.29336,False,nan
wyckoff_spring,Wyckoff,audusd,M5,IS,0.1,9559,-0.14544,41.8,0.781,-0.1213,1391.35,-0.1689,-0.12196,False,nan
wyckoff_spring,Wyckoff,audusd,M5,OOS,0.1,3122,-0.24462,40.45,0.664,-0.2026,766.58,-0.28682,-0.20129,False,nan
wyckoff_spring,Wyckoff,audusd,M5,VALID,0.1,3794,-0.25163,41.3,0.65,-0.211,971.25,-0.29109,-0.21279,False,nan
sd_zone,Supply/Demand,audusd,M5,IS,0.1,61766,-0.15835,42.32,0.762,-0.1323,9804.64,-0.16738,-0.14858,False,nan
sd_zone,Supply/Demand,audusd,M5,OOS,0.1,26627,-0.25628,41.19,0.647,-0.2132,6826.47,-0.27021,-0.24233,False,nan
sd_zone,Supply/Demand,audusd,M5,VALID,0.1,17774,-0.25233,40.79,0.646,-0.213,4492.45,-0.26959,-0.23386,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,M5,IS,0.1,53051,-0.16895,43.04,0.751,-0.139,8973.52,-0.17969,-0.15888,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,M5,OOS,0.1,24419,-0.23072,43.0,0.678,-0.1903,5639.31,-0.24613,-0.21491,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,M5,VALID,0.1,12117,-0.212,42.77,0.694,-0.1773,2571.9,-0.23316,-0.19111,False,nan
ctrl_channel_break,Đối chứng,audusd,M5,IS,0.1,59823,-0.27881,38.12,0.624,-0.2318,16683.91,-0.28822,-0.26855,False,nan
ctrl_channel_break,Đối chứng,audusd,M5,OOS,0.1,25418,-0.35282,37.54,0.552,-0.2944,8969.06,-0.36748,-0.33825,False,nan
ctrl_channel_break,Đối chứng,audusd,M5,VALID,0.1,15422,-0.32295,38.29,0.576,-0.2707,4982.32,-0.34173,-0.30358,False,nan
ctrl_meanrev_z,Đối chứng,audusd,M5,IS,0.7,106271,-0.17731,42.51,0.741,-0.146,18856.73,-0.18454,-0.16999,False,nan
ctrl_meanrev_z,Đối chứng,audusd,M5,OOS,0.7,44994,-0.23596,42.68,0.673,-0.1946,10627.35,-0.24626,-0.22463,False,nan
ctrl_meanrev_z,Đối chứng,audusd,M5,VALID,0.7,25606,-0.22816,42.3,0.677,-0.1901,5850.96,-0.24252,-0.21369,False,nan
pa_pinbar,PriceAction,audusd,M15,IS,0.2,39705,-0.11071,40.77,0.824,-0.0943,4397.75,-0.12129,-0.09914,False,nan
pa_pinbar,PriceAction,audusd,M15,OOS,0.2,16944,-0.16849,39.55,0.745,-0.1439,2872.99,-0.18572,-0.15074,False,nan
pa_pinbar,PriceAction,audusd,M15,VALID,0.2,9641,-0.15575,40.48,0.759,-0.1338,1505.95,-0.17875,-0.13144,False,nan
pa_engulfing,PriceAction,audusd,M15,IS,0.1,25271,-0.11545,40.49,0.815,-0.099,2938.12,-0.12947,-0.10077,False,nan
pa_engulfing,PriceAction,audusd,M15,OOS,0.1,10809,-0.15254,40.42,0.764,-0.1311,1653.34,-0.17486,-0.13033,False,nan
pa_engulfing,PriceAction,audusd,M15,VALID,0.1,6581,-0.16438,40.07,0.745,-0.1427,1085.03,-0.19299,-0.1377,False,nan
pa_inside_outside,PriceAction,audusd,M15,IS,0.1,13959,-0.1033,40.86,0.833,-0.0883,1466.76,-0.12255,-0.08457,False,nan
pa_inside_outside,PriceAction,audusd,M15,OOS,0.1,5491,-0.17935,39.08,0.729,-0.154,985.57,-0.21039,-0.14757,False,nan
pa_inside_outside,PriceAction,audusd,M15,VALID,0.1,4580,-0.168,40.02,0.74,-0.1457,780.64,-0.20197,-0.13401,False,nan
pa_bos,PriceAction,audusd,M15,IS,0.1,33709,-0.14325,39.39,0.779,-0.122,4838.9,-0.15613,-0.13139,False,nan
pa_bos,PriceAction,audusd,M15,OOS,0.1,14177,-0.15792,40.04,0.76,-0.134,2255.88,-0.17739,-0.13814,False,nan
pa_bos,PriceAction,audusd,M15,VALID,0.1,8264,-0.17688,39.51,0.733,-0.1516,1477.9,-0.20144,-0.15312,False,nan
smc_fvg,SMC/ICT,audusd,M15,IS,0.1,34080,-0.13495,39.74,0.789,-0.1153,4616.59,-0.14705,-0.12215,False,nan
smc_fvg,SMC/ICT,audusd,M15,OOS,0.1,14243,-0.14688,40.31,0.774,-0.1251,2099.76,-0.16602,-0.12811,False,nan
smc_fvg,SMC/ICT,audusd,M15,VALID,0.1,7991,-0.1609,40.02,0.751,-0.1387,1296.19,-0.18667,-0.13556,False,nan
smc_order_block,SMC/ICT,audusd,M15,IS,0.1,14342,-0.13185,39.7,0.796,-0.1116,1902.15,-0.15098,-0.11251,False,nan
smc_order_block,SMC/ICT,audusd,M15,OOS,0.1,6132,-0.18131,39.32,0.731,-0.1537,1113.71,-0.21082,-0.15186,False,nan
smc_order_block,SMC/ICT,audusd,M15,VALID,0.1,3611,-0.17622,39.6,0.737,-0.1495,646.54,-0.21191,-0.13806,False,nan
smc_liq_sweep,SMC/ICT,audusd,M15,IS,0.1,16958,-0.07967,41.85,0.87,-0.0678,1370.48,-0.09792,-0.06344,False,nan
smc_liq_sweep,SMC/ICT,audusd,M15,OOS,0.1,6671,-0.1564,40.04,0.76,-0.1339,1054.15,-0.18502,-0.1285,False,nan
smc_liq_sweep,SMC/ICT,audusd,M15,VALID,0.1,5335,-0.1273,41.67,0.799,-0.109,690.8,-0.15799,-0.09475,False,nan
smc_premium_disc,SMC/ICT,audusd,M15,IS,0.7,25209,-0.08695,42.02,0.859,-0.0741,2213.61,-0.1011,-0.07221,False,nan
smc_premium_disc,SMC/ICT,audusd,M15,OOS,0.7,11123,-0.11773,41.78,0.814,-0.1,1319.43,-0.14033,-0.09586,False,nan
smc_premium_disc,SMC/ICT,audusd,M15,VALID,0.7,6317,-0.11684,41.9,0.813,-0.1002,746.81,-0.14405,-0.08847,False,nan
elliott_zigzag,Elliott,audusd,M15,IS,0.1,21935,-0.14382,39.28,0.775,-0.1236,3161.2,-0.15914,-0.12769,False,nan
elliott_zigzag,Elliott,audusd,M15,OOS,0.1,9354,-0.18317,38.96,0.724,-0.1576,1713.73,-0.20657,-0.16071,False,nan
elliott_zigzag,Elliott,audusd,M15,VALID,0.1,5335,-0.18225,39.21,0.721,-0.1587,975.23,-0.21216,-0.15239,False,nan
wyckoff_spring,Wyckoff,audusd,M15,IS,0.1,4870,-0.09772,40.6,0.844,-0.0825,485.79,-0.12914,-0.06414,False,nan
wyckoff_spring,Wyckoff,audusd,M15,OOS,0.1,1830,-0.16773,39.34,0.748,-0.1422,308.67,-0.22226,-0.11295,False,nan
wyckoff_spring,Wyckoff,audusd,M15,VALID,0.1,1587,-0.13986,41.21,0.783,-0.1193,224.07,-0.19594,-0.08189,False,nan
sd_zone,Supply/Demand,audusd,M15,IS,0.1,21862,-0.09461,41.52,0.845,-0.0812,2070.16,-0.11056,-0.07925,False,nan
sd_zone,Supply/Demand,audusd,M15,OOS,0.1,9547,-0.13879,40.77,0.783,-0.1191,1334.63,-0.16176,-0.11575,False,nan
sd_zone,Supply/Demand,audusd,M15,VALID,0.1,5997,-0.11814,41.82,0.809,-0.1021,712.76,-0.14804,-0.08772,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,M15,IS,0.1,15802,-0.06491,42.95,0.893,-0.0551,1044.96,-0.08257,-0.04657,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,M15,OOS,0.1,7088,-0.12435,41.61,0.804,-0.106,909.55,-0.15355,-0.09805,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,M15,VALID,0.1,3762,-0.0893,43.09,0.853,-0.0767,339.04,-0.12696,-0.05213,False,nan
ctrl_channel_break,Đối chứng,audusd,M15,IS,0.1,19437,-0.14923,38.98,0.771,-0.127,2908.32,-0.16643,-0.13143,False,nan
ctrl_channel_break,Đối chứng,audusd,M15,OOS,0.1,8412,-0.16193,39.82,0.755,-0.1372,1367.67,-0.18874,-0.13593,False,nan
ctrl_channel_break,Đối chứng,audusd,M15,VALID,0.1,5114,-0.18656,39.15,0.72,-0.1603,958.65,-0.21813,-0.15429,False,nan
ctrl_meanrev_z,Đối chứng,audusd,M15,IS,0.2,42580,-0.07797,42.3,0.873,-0.066,3323.65,-0.08903,-0.06636,False,nan
ctrl_meanrev_z,Đối chứng,audusd,M15,OOS,0.2,18226,-0.12742,41.34,0.801,-0.1081,2323.69,-0.14413,-0.11015,False,nan
ctrl_meanrev_z,Đối chứng,audusd,M15,VALID,0.2,10626,-0.11646,42.13,0.815,-0.0992,1256.6,-0.13875,-0.09401,False,nan
pa_pinbar,PriceAction,audusd,H1,IS,0.1,9789,-0.06002,40.68,0.899,-0.0513,598.12,-0.08332,-0.03527,False,nan
pa_pinbar,PriceAction,audusd,H1,OOS,0.1,4180,-0.05561,41.32,0.908,-0.047,242.29,-0.09185,-0.01911,False,nan
pa_pinbar,PriceAction,audusd,H1,VALID,0.1,2412,-0.0628,40.84,0.895,-0.0537,163.84,-0.11036,-0.01672,False,nan
pa_engulfing,PriceAction,audusd,H1,IS,0.1,6413,-0.06954,40.17,0.884,-0.0594,453.37,-0.10016,-0.04241,False,nan
pa_engulfing,PriceAction,audusd,H1,OOS,0.1,2767,-0.07796,40.08,0.872,-0.0663,249.43,-0.12358,-0.03516,False,nan
pa_engulfing,PriceAction,audusd,H1,VALID,0.1,1637,-0.09067,40.26,0.852,-0.0777,171.04,-0.14651,-0.03571,False,nan
pa_inside_outside,PriceAction,audusd,H1,IS,0.1,4535,-0.05201,40.9,0.913,-0.0441,261.28,-0.08545,-0.01862,False,nan
pa_inside_outside,PriceAction,audusd,H1,OOS,0.1,1913,-0.04919,41.35,0.918,-0.0414,97.0,-0.10285,0.00241,False,nan
pa_inside_outside,PriceAction,audusd,H1,VALID,0.1,1306,-0.11293,38.74,0.818,-0.0971,160.85,-0.1751,-0.05087,False,nan
pa_bos,PriceAction,audusd,H1,IS,0.1,7930,-0.0222,41.97,0.962,-0.0188,198.08,-0.04836,0.00391,False,nan
pa_bos,PriceAction,audusd,H1,OOS,0.1,3392,-0.04356,41.6,0.927,-0.0368,205.95,-0.08198,-0.00324,False,nan
pa_bos,PriceAction,audusd,H1,VALID,0.1,1962,-0.10484,39.55,0.83,-0.09,212.36,-0.16014,-0.05512,False,nan
smc_fvg,SMC/ICT,audusd,H1,IS,0.1,7825,-0.01768,42.38,0.969,-0.015,175.23,-0.04313,0.00847,False,nan
smc_fvg,SMC/ICT,audusd,H1,OOS,0.1,3312,-0.03496,42.0,0.941,-0.0296,129.46,-0.07531,0.00662,False,nan
smc_fvg,SMC/ICT,audusd,H1,VALID,0.1,1929,-0.08295,40.75,0.861,-0.0718,168.89,-0.13452,-0.0327,False,nan
smc_order_block,SMC/ICT,audusd,H1,IS,0.1,3466,-0.06948,39.82,0.886,-0.0586,279.35,-0.10824,-0.02772,False,nan
smc_order_block,SMC/ICT,audusd,H1,OOS,0.1,1491,-0.07298,40.11,0.881,-0.0615,157.02,-0.13094,-0.01219,False,nan
smc_order_block,SMC/ICT,audusd,H1,VALID,0.1,877,-0.10027,39.11,0.84,-0.0851,101.68,-0.17641,-0.02537,False,nan
smc_liq_sweep,SMC/ICT,audusd,H1,IS,0.1,5029,-0.09426,39.53,0.846,-0.0809,494.54,-0.12666,-0.06073,False,nan
smc_liq_sweep,SMC/ICT,audusd,H1,OOS,0.1,2041,-0.05109,41.35,0.915,-0.0431,127.09,-0.10215,-0.00016,False,nan
smc_liq_sweep,SMC/ICT,audusd,H1,VALID,0.1,1347,-0.07748,40.31,0.872,-0.0663,115.14,-0.14052,-0.01617,False,nan
smc_premium_disc,SMC/ICT,audusd,H1,IS,0.3,9226,-0.05685,40.85,0.904,-0.0485,530.87,-0.0803,-0.03238,False,nan
smc_premium_disc,SMC/ICT,audusd,H1,OOS,0.3,3929,-0.08428,39.96,0.863,-0.0717,354.35,-0.12008,-0.04627,False,nan
smc_premium_disc,SMC/ICT,audusd,H1,VALID,0.3,2233,-0.02058,42.45,0.965,-0.0174,95.58,-0.06941,0.02715,False,nan
elliott_zigzag,Elliott,audusd,H1,IS,0.1,5414,-0.07976,39.88,0.868,-0.0684,443.64,-0.1108,-0.04826,False,nan
elliott_zigzag,Elliott,audusd,H1,OOS,0.1,2273,-0.10449,39.11,0.833,-0.089,243.94,-0.1516,-0.05721,False,nan
elliott_zigzag,Elliott,audusd,H1,VALID,0.1,1327,-0.08506,40.39,0.86,-0.0729,122.26,-0.14693,-0.0217,False,nan
wyckoff_spring,Wyckoff,audusd,H1,IS,0.1,1374,-0.04815,41.12,0.919,-0.0409,95.8,-0.11147,0.01286,False,nan
wyckoff_spring,Wyckoff,audusd,H1,OOS,0.1,559,-0.06302,40.43,0.897,-0.0529,58.28,-0.16,0.04086,False,nan
wyckoff_spring,Wyckoff,audusd,H1,VALID,0.1,381,-0.14743,38.06,0.769,-0.1277,62.11,-0.26592,-0.02901,False,nan
sd_zone,Supply/Demand,audusd,H1,IS,0.1,5814,-0.08225,40.13,0.864,-0.0708,482.33,-0.1123,-0.05335,False,nan
sd_zone,Supply/Demand,audusd,H1,OOS,0.1,2435,-0.05433,41.36,0.91,-0.0458,161.56,-0.10137,-0.00813,False,nan
sd_zone,Supply/Demand,audusd,H1,VALID,0.1,1421,-0.05104,41.1,0.913,-0.0437,88.44,-0.11073,0.01198,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,H1,IS,0.1,3829,-0.03962,41.68,0.933,-0.0337,181.52,-0.0768,-0.00086,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,H1,OOS,0.1,1686,-0.07844,39.98,0.872,-0.0665,140.59,-0.13781,-0.0227,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,H1,VALID,0.1,896,0.01037,44.08,1.018,0.0087,29.76,-0.06524,0.08467,False,nan
ctrl_channel_break,Đối chứng,audusd,H1,IS,0.1,4793,-0.03598,41.46,0.939,-0.0305,185.15,-0.07022,-0.00348,False,nan
ctrl_channel_break,Đối chứng,audusd,H1,OOS,0.1,2042,-0.07594,40.11,0.876,-0.0644,169.58,-0.12662,-0.02875,False,nan
ctrl_channel_break,Đối chứng,audusd,H1,VALID,0.1,1227,-0.11756,38.96,0.812,-0.1011,154.28,-0.18579,-0.05283,False,nan
ctrl_meanrev_z,Đối chứng,audusd,H1,IS,0.1,10110,-0.06495,40.52,0.892,-0.0555,674.42,-0.0883,-0.04279,False,nan
ctrl_meanrev_z,Đối chứng,audusd,H1,OOS,0.1,4264,-0.07302,40.5,0.88,-0.0621,330.74,-0.10706,-0.03641,False,nan
ctrl_meanrev_z,Đối chứng,audusd,H1,VALID,0.1,2486,-0.03383,42.08,0.943,-0.0286,114.73,-0.08052,0.01192,False,nan
pa_pinbar,PriceAction,audusd,H4,IS,0.5,1653,0.00308,41.86,1.005,0.0026,54.81,-0.05133,0.05956,False,nan
pa_pinbar,PriceAction,audusd,H4,OOS,0.5,731,-0.07934,39.12,0.87,-0.0678,61.68,-0.16473,0.00725,False,nan
pa_pinbar,PriceAction,audusd,H4,VALID,0.5,387,0.03166,44.44,1.058,0.0269,32.29,-0.08232,0.14864,False,nan
pa_engulfing,PriceAction,audusd,H4,IS,0.1,1748,-0.01388,41.25,0.976,-0.0117,62.88,-0.0693,0.04323,False,nan
pa_engulfing,PriceAction,audusd,H4,OOS,0.1,735,0.03236,42.99,1.058,0.0272,25.58,-0.05647,0.12117,False,nan
pa_engulfing,PriceAction,audusd,H4,VALID,0.1,410,0.05858,44.63,1.106,0.0487,13.8,-0.05086,0.17606,False,nan
pa_inside_outside,PriceAction,audusd,H4,IS,0.1,1390,-0.02063,41.08,0.965,-0.0175,67.36,-0.08103,0.04174,False,nan
pa_inside_outside,PriceAction,audusd,H4,OOS,0.1,633,0.01117,42.5,1.02,0.0094,25.29,-0.08444,0.10379,False,nan
pa_inside_outside,PriceAction,audusd,H4,VALID,0.1,406,-0.03867,40.89,0.935,-0.0327,34.44,-0.15579,0.07311,False,nan
pa_bos,PriceAction,audusd,H4,IS,0.1,2013,0.02667,43.12,1.047,0.0224,36.93,-0.02528,0.07995,False,nan
pa_bos,PriceAction,audusd,H4,OOS,0.1,857,0.00883,42.71,1.016,0.0075,24.15,-0.06747,0.08801,False,nan
pa_bos,PriceAction,audusd,H4,VALID,0.1,493,-0.08051,38.95,0.867,-0.0691,52.22,-0.18262,0.02537,False,nan
smc_fvg,SMC/ICT,audusd,H4,IS,0.1,2065,0.02084,42.71,1.037,0.0175,41.6,-0.03039,0.0705,False,nan
smc_fvg,SMC/ICT,audusd,H4,OOS,0.1,901,-0.03047,41.29,0.947,-0.026,38.3,-0.10565,0.04612,False,nan
smc_fvg,SMC/ICT,audusd,H4,VALID,0.1,515,-0.12272,37.67,0.801,-0.1068,72.66,-0.22454,-0.02505,False,nan
smc_order_block,SMC/ICT,audusd,H4,IS,0.1,864,-0.05218,39.35,0.913,-0.0442,50.25,-0.13063,0.02623,False,nan
smc_order_block,SMC/ICT,audusd,H4,OOS,0.1,380,-0.01504,40.79,0.974,-0.0127,23.65,-0.13759,0.1059,False,nan
smc_order_block,SMC/ICT,audusd,H4,VALID,0.1,224,-0.06063,40.62,0.898,-0.0518,26.29,-0.22164,0.09722,False,nan
smc_liq_sweep,SMC/ICT,audusd,H4,IS,0.1,1432,-0.01899,40.85,0.968,-0.016,51.66,-0.0821,0.04363,False,nan
smc_liq_sweep,SMC/ICT,audusd,H4,OOS,0.1,608,-0.03841,40.13,0.936,-0.0323,40.88,-0.13044,0.06139,False,nan
smc_liq_sweep,SMC/ICT,audusd,H4,VALID,0.1,361,0.03278,42.66,1.059,0.0277,19.11,-0.0899,0.15679,False,nan
smc_premium_disc,SMC/ICT,audusd,H4,IS,0.2,2526,-0.04643,39.9,0.922,-0.0394,135.54,-0.09501,-0.00237,False,nan
smc_premium_disc,SMC/ICT,audusd,H4,OOS,0.2,1062,-0.06276,39.92,0.895,-0.0534,85.9,-0.1314,0.00747,False,nan
smc_premium_disc,SMC/ICT,audusd,H4,VALID,0.2,624,0.04243,44.87,1.077,0.0357,32.52,-0.04977,0.13563,False,nan
elliott_zigzag,Elliott,audusd,H4,IS,0.1,1405,-0.02135,40.85,0.963,-0.018,62.64,-0.08209,0.03948,False,nan
elliott_zigzag,Elliott,audusd,H4,OOS,0.1,596,-0.05746,40.1,0.904,-0.0489,46.1,-0.15136,0.029,False,nan
elliott_zigzag,Elliott,audusd,H4,VALID,0.1,362,-0.08312,38.12,0.865,-0.0706,50.1,-0.2054,0.02939,False,nan
wyckoff_spring,Wyckoff,audusd,H4,IS,0.1,405,-0.00167,40.99,0.997,-0.0014,18.05,-0.11407,0.11438,False,nan
wyckoff_spring,Wyckoff,audusd,H4,OOS,0.1,156,-0.05921,40.38,0.903,-0.0498,13.68,-0.23883,0.12289,False,nan
wyckoff_spring,Wyckoff,audusd,H4,VALID,0.1,113,-0.00253,41.59,0.996,-0.0021,9.06,-0.21294,0.22073,False,nan
sd_zone,Supply/Demand,audusd,H4,IS,0.1,1583,-0.01778,41.06,0.969,-0.0151,82.53,-0.07693,0.04249,False,nan
sd_zone,Supply/Demand,audusd,H4,OOS,0.1,667,-0.05371,40.48,0.911,-0.0454,47.34,-0.1438,0.03567,False,nan
sd_zone,Supply/Demand,audusd,H4,VALID,0.1,399,0.00779,43.11,1.014,0.0066,24.91,-0.10761,0.12769,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,H4,IS,0.1,1000,0.03268,43.4,1.058,0.0274,31.11,-0.04008,0.10436,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,H4,OOS,0.1,425,0.01171,42.59,1.02,0.0098,29.19,-0.10386,0.12946,False,nan
ctrl_rsi_diverg,Đối chứng,audusd,H4,VALID,0.1,247,0.03302,44.13,1.059,0.0277,11.56,-0.11198,0.1902,False,nan
ctrl_channel_break,Đối chứng,audusd,H4,IS,0.1,1249,-0.03095,40.43,0.948,-0.026,67.13,-0.09717,0.03846,False,nan
ctrl_channel_break,Đối chứng,audusd,H4,OOS,0.1,552,-0.09054,38.77,0.851,-0.0778,54.11,-0.18568,0.00843,False,nan
ctrl_channel_break,Đối chứng,audusd,H4,VALID,0.1,321,-0.17112,35.2,0.729,-0.1518,59.29,-0.29345,-0.03775,False,nan
ctrl_meanrev_z,Đối chứng,audusd,H4,IS,0.3,2530,-0.02105,40.99,0.964,-0.0178,97.09,-0.06434,0.02483,False,nan
ctrl_meanrev_z,Đối chứng,audusd,H4,OOS,0.3,1085,-0.07249,39.45,0.88,-0.0617,87.46,-0.14234,7e-05,False,nan
ctrl_meanrev_z,Đối chứng,audusd,H4,VALID,0.3,627,0.01747,43.38,1.031,0.0147,32.45,-0.07614,0.11294,False,nan
pa_pinbar,PriceAction,chfjpy,M5,IS,0.1,108909,-0.32455,39.97,0.571,-0.2739,35345.81,-0.33151,-0.31773,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_pinbar,PriceAction,chfjpy,M5,OOS,0.1,46045,-0.35889,40.11,0.541,-0.3002,16524.71,-0.36982,-0.34844,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_pinbar,PriceAction,chfjpy,M5,VALID,0.1,28129,-0.35794,40.33,0.545,-0.2959,10072.25,-0.37176,-0.34376,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_engulfing,PriceAction,chfjpy,M5,IS,0.1,55671,-0.34133,39.14,0.551,-0.2905,19005.09,-0.35111,-0.33156,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_engulfing,PriceAction,chfjpy,M5,OOS,0.1,24799,-0.38194,39.26,0.517,-0.322,9473.87,-0.39699,-0.36702,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_engulfing,PriceAction,chfjpy,M5,VALID,0.1,15683,-0.39636,39.42,0.509,-0.329,6228.1,-0.41499,-0.37756,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_inside_outside,PriceAction,chfjpy,M5,IS,0.1,33589,-0.33162,38.6,0.56,-0.2837,11138.15,-0.3437,-0.3193,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_inside_outside,PriceAction,chfjpy,M5,OOS,0.1,14289,-0.36951,38.18,0.528,-0.3135,5285.68,-0.38893,-0.3497,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_inside_outside,PriceAction,chfjpy,M5,VALID,0.1,8731,-0.37172,38.39,0.529,-0.312,3246.58,-0.39611,-0.34711,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_bos,PriceAction,chfjpy,M5,IS,0.1,88927,-0.39357,37.38,0.508,-0.3328,35004.44,-0.4012,-0.38588,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_bos,PriceAction,chfjpy,M5,OOS,0.1,38141,-0.43109,37.38,0.479,-0.3626,16440.83,-0.44268,-0.41922,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
pa_bos,PriceAction,chfjpy,M5,VALID,0.1,24127,-0.44898,37.36,0.468,-0.3726,10835.18,-0.46469,-0.43404,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
smc_fvg,SMC/ICT,chfjpy,M5,IS,0.1,90736,-0.37648,37.91,0.521,-0.3194,34165.21,-0.38403,-0.3685,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
smc_fvg,SMC/ICT,chfjpy,M5,OOS,0.1,39958,-0.41381,37.79,0.493,-0.348,16533.62,-0.42504,-0.40154,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
smc_fvg,SMC/ICT,chfjpy,M5,VALID,0.1,25925,-0.4241,38.31,0.488,-0.3513,11000.39,-0.43849,-0.40957,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
smc_order_block,SMC/ICT,chfjpy,M5,IS,0.1,35620,-0.33658,39.04,0.56,-0.2846,11994.28,-0.34872,-0.32466,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
smc_order_block,SMC/ICT,chfjpy,M5,OOS,0.1,15589,-0.41186,37.42,0.495,-0.3473,6422.47,-0.4307,-0.39207,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
smc_order_block,SMC/ICT,chfjpy,M5,VALID,0.1,10340,-0.42831,37.53,0.485,-0.3562,4433.54,-0.45032,-0.40535,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
smc_liq_sweep,SMC/ICT,chfjpy,M5,IS,0.1,37513,-0.23903,42.24,0.66,-0.202,8966.67,-0.25112,-0.22688,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
smc_liq_sweep,SMC/ICT,chfjpy,M5,OOS,0.1,14720,-0.28883,41.25,0.608,-0.243,4253.58,-0.30772,-0.27013,False,"CỤT ĐUÔI 2023-09: đoạn validation cuối là 2023, không đồng thời với mã khác"
